ID,INTEREST_NAME,INTEREST_SUMMARY,CREATED_AT,LAST_MODIFIED,
39651,Iowa Hawkeyes Fans,Fans of Iowa Hawkeyes,10/24/2018 11:30,1/16/2019 9:11,
39652,Gonzaga Bulldogs Fans,Fans of Gonzaga Bulldogs,10/24/2018 11:30,1/16/2019 9:11,
39653,Indiana Hoosiers Fans,Fans of Indiana Hoosiers,10/24/2018 11:30,1/16/2019 9:11,
39654,Oklahoma State Cowboys Fans,Fans of Oklahoma State Cowboys,10/24/2018 11:30,1/16/2019 9:11,
39655,Arizona Wildcats Fans,Fans of Arizona Wildcats,10/24/2018 11:30,1/16/2019 9:11,
39656,Clemson Tigers Fans,Fans of Clemson Tigers,10/24/2018 11:30,1/16/2019 9:11,
39657,Kansas City Royals Fans,Fans of Kansas City Royals,10/24/2018 11:30,1/16/2019 9:11,
39658,Philadelphia Phillies Fans,Fans of Philadelphia Phillies,10/24/2018 11:30,1/16/2019 9:11,
39659,Los Angeles Dodgers Fans,Fans of Los Angeles Dodgers,10/24/2018 11:30,1/16/2019 9:11,
39665,Aspen Skiers and Snowboarders,Consumers reading reviews of ski resorts and snow reports in Aspen.,10/24/2018 15:20,10/24/2018 15:20,
39685,Credit Cards Rewards Researchers,People researching rewards programs and comparing credit cards.,10/24/2018 16:30,10/24/2018 16:30,
39767,Mexican Food Shoppers,Consumers shopping for products and ingredients for Mexican recipes.,10/25/2018 16:20,10/25/2018 16:20,
39768,Hair Loss Prevention Researchers,Consumers shopping for hair loss prevention products and services.,10/25/2018 16:20,10/25/2018 16:20,
39770,Sparkling Water Enthusiasts,Consumers researching sparkling water companies and purchasing sparkling water online.,10/25/2018 16:20,10/25/2018 16:20,
40183,Canoeing and Kayaking Enthusiasts,People reading about canoeing and kayaking news and destinations.,11/2/2018 17:10,1/16/2019 9:11,
40184,Scuba Diving Enthusiasts,People reading about scuba diving news and destinations.,11/2/2018 17:10,1/16/2019 9:11,
40185,Astronomy Enthusiasts,People researching news and trends in astronomy.,11/2/2018 17:10,11/2/2018 17:10,
40186,WWE and Pro Wrestling Fans,Consumers watching and reading about WWE and pro wrestling.,11/2/2018 17:10,11/2/2018 17:10,
40187,Organic Food Eaters,Consumer reading about organic foods and researching organic food recipes.,11/2/2018 17:10,11/2/2018 17:10,
40188,Civil War History Buff,People reading about the history of the American Civil War.,11/2/2018 17:10,11/2/2018 17:10,
40189,Native American Culture Enthusiasts,People reading about Native American culture and traditions.,11/2/2018 17:10,11/2/2018 17:10,
40190,Luxury Watch Shoppers,Consumers shopping for watches from luxury brands.,11/2/2018 17:10,11/2/2018 17:10,
40191,Revolutionary War History Buffs,People reading about the history of the American Revolutionary War.,11/2/2018 17:10,11/2/2018 17:10,
40192,Rome Trip Planners,People researching attractions and accommodations in Rome. These consumers are more likely to spend money on travel and local attractions.,11/2/2018 17:10,11/2/2018 17:10,
40193,Myrtle Beach Trip Planners,People researching attractions and accommodations in Myrtle Beach. These consumers are more likely to spend money on travel and local attractions.,11/2/2018 17:10,11/2/2018 17:10,
40194,Detroit Pistons Fans,People reading news about the Detroit Pistons and watching games. These consumers are more likely to spend money on team gear.,11/2/2018 17:10,11/2/2018 17:10,
40195,U.S. History Buffs,People reading about the history of the United States of America.,11/2/2018 17:10,11/2/2018 17:10,
40427,Model Aircraft and Rocket Hobbyists,People researching model aircrafts and rockets and shopping for products and equipment.,11/9/2018 18:00,3/29/2019 14:26,
40434,History Buffs,People reading general history facts.,11/9/2018 15:40,11/9/2018 15:40,
40435,World War One History Buffs,People reading about the history of World War I.,11/9/2018 15:40,11/9/2018 15:40,
40436,Egypt Trip Planners,People researching attractions and accommodations in Egypt. These consumers are more likely to spend money on travel and local attractions.,11/9/2018 15:40,11/9/2018 15:40,
40437,Podcast Listeners,People visiting sites about podcasts and reading or listening to content from popular podcasts.,11/9/2018 15:40,11/9/2018 15:40,
40438,iPhone Users,Consumers shopping for products and services for their iPhones.,11/9/2018 15:40,11/9/2018 15:40,
40439,Ski and Snowboard Apparel Shoppers,Consumers shopping for winter clothing from ski and snowboarding apparel brands.,11/9/2018 15:45,11/9/2018 15:45,
40525,Hospital Executives,Professionals reading industry news and researching products and services for hospital executives.,11/12/2018 17:30,11/12/2018 17:30,
40526,Condom Shoppers,Consumers comparing brands and shopping for condoms online.,11/12/2018 17:30,11/12/2018 17:30,
40682,Ergonomic Office Supplies Shoppers,Consumers shopping for ergonomic desk and office supply products.,11/14/2018 12:30,11/14/2018 12:30,
40683,Aviation Enthusiasts,People reading about aircrafts and flying and joining aviation communities.,11/14/2018 12:30,11/14/2018 12:30,
40684,Space Travel Enthusiasts,People reading about space travel and supporting scientific advancements.,11/14/2018 12:30,11/14/2018 12:30,
40685,Rodeo Enthusiasts,People researching and planning to attend local rodeos.,11/14/2018 12:30,1/16/2019 9:11,
40686,Online Legal Document Service Researchers,People researching and comparing online services for legal documentation.,11/14/2018 12:30,11/14/2018 12:30,
40687,Legal Advice Researchers,People researching and comparing services for legal advice.,11/14/2018 12:30,11/14/2018 12:30,
40688,Legal News Readers,People reading news about law and the latest legal cases.,11/14/2018 12:30,11/14/2018 12:30,
40689,Legal Help Seekers,People researching and comparing law firms for legal representation.,11/14/2018 12:30,11/14/2018 12:30,
40690,Business Book Readers,People searching online for books and content about business.,11/14/2018 12:30,11/14/2018 12:30,
40691,Poetry Readers,People searching online for poetry.,11/14/2018 12:30,11/14/2018 12:30,
40692,eBook Readers,People searching online for eBooks and digital content.,11/14/2018 12:30,11/14/2018 12:30,
40693,Nature and Outdoors Book Readers,People searching online for books and content about nature and the outdoors.,11/14/2018 12:30,11/14/2018 12:30,
40694,Anime Fans,"People reading fan sites, promotional material, and news on the latest anime.",11/14/2018 12:30,11/14/2018 12:30,
40695,Alternative Medicine Enthusiasts,People researching products and methods of alternative medicine.,11/14/2018 12:30,11/14/2018 12:30,
40696,Palm Beach Trip Planners,People researching attractions and accommodations in Palm Beach. These consumers are more likely to spend money on travel and local attractions.,11/14/2018 12:30,11/14/2018 12:30,
40697,Santa Cruz Trip Planners,People researching attractions and accommodations in Santa Cruz. These consumers are more likely to spend money on travel and local attractions.,11/14/2018 12:30,11/14/2018 12:30,
40698,GMC Vehicle Shopper,People researching and comparing GMC vehicles. These consumers are more likely to spend money on a new or used car.,11/14/2018 12:30,11/14/2018 12:30,
40699,Automotive Racing Enthusiasts,People researching automotive racing news and trends.,11/14/2018 12:30,1/16/2019 9:11,
40700,Speedway Event Enthusiasts,People researching and planning to attend speedway events.,11/14/2018 12:30,1/16/2019 9:11,
40701,Automotive News Readers,People reading news about automotive and the latest auto trends.,11/14/2018 12:30,11/14/2018 12:30,
40702,Automotive Service Professionals,Professionals reading industry news and researching products and services for automotive service.,11/14/2018 12:30,11/14/2018 12:30,
40703,Automotive Auctions Enthusiasts,People researching and planning to attend or make a purchase at an automotive auction.,11/14/2018 12:30,11/14/2018 12:30,
41048,SEC Fans,Fans of SEC,11/16/2018 15:15,1/16/2019 9:11,
41052,Health and Fitness Book Readers,People searching online for books and content about health and fitness.,11/16/2018 15:15,11/16/2018 15:15,
41054,ACC Fans,Fans of ACC,11/16/2018 15:15,1/16/2019 9:11,
41055,Travel Book Readers,People searching online for books and content about travel destinations.,11/16/2018 15:15,11/16/2018 15:15,
41057,Auburn Tigers Fans,Fans of Auburn Tigers,11/16/2018 15:15,1/16/2019 9:11,
41058,Oklahoma Sooners Fans,Fans of Oklahoma Sooners,11/16/2018 15:15,1/16/2019 9:11,
41059,UConn Huskies Fans,Fans of UConn Huskies,11/16/2018 15:15,1/16/2019 9:11,
41061,Penn State Nittany Lions Fans,Fans of Penn State Nittany Lions,11/16/2018 15:15,1/16/2019 9:11,
41062,Michigan Wolverines Fans,Fans of Michigan Wolverines,11/16/2018 15:15,1/16/2019 9:11,
41063,Florida Gators Fans,Fans of Florida Gators,11/16/2018 15:15,1/16/2019 9:11,
41065,Tennessee Volunteers Fans,Fans of Tennessee Volunteers,11/16/2018 15:15,1/16/2019 9:11,
41066,Texas AM Aggies Fans,Fans of Texas AM Aggies,11/16/2018 15:15,1/16/2019 9:11,
41067,Arkansas Razorbacks Fans,Fans of Arkansas Razorbacks,11/16/2018 15:15,1/16/2019 9:11,
41069,Big East Fans,Fans of Big East,11/16/2018 15:15,1/16/2019 9:11,
41070,Cleveland Indians Fans,Fans of Cleveland Indians,11/16/2018 15:15,1/16/2019 9:11,
41072,Wyoming Cowboys Fans,Fans of Wyoming Cowboys,11/16/2018 15:15,1/16/2019 9:11,
41074,Minnesota Twins Fans,Fans of Minnesota Twins,11/16/2018 15:15,1/16/2019 9:11,
41075,Houston Astros Fans,Fans of Houston Astros,11/16/2018 15:15,1/16/2019 9:11,
41076,Los Angeles Angels Fans,Fans of Los Angeles Angels,11/16/2018 15:15,1/16/2019 9:11,
41078,Atlanta Braves Fans,Fans of Atlanta Braves,11/16/2018 15:15,1/16/2019 9:11,
41079,Miami Marlins Fans,Fans of Miami Marlins,11/16/2018 15:15,1/16/2019 9:11,
41080,New York Mets Fans,Fans of New York Mets,11/16/2018 15:15,1/16/2019 9:11,
41081,Washington Nationals Fans,Fans of Washington Nationals,11/16/2018 15:15,1/16/2019 9:11,
41082,Chicago Cubs Fans,Fans of Chicago Cubs,11/16/2018 15:15,1/16/2019 9:11,
41083,Cininnati Reds Fans,Fans of Cininnati Reds,11/16/2018 15:15,1/16/2019 9:11,
41084,Milwaukee Brewers Fans,Fans of Milwaukee Brewers,11/16/2018 15:15,1/16/2019 9:11,
41085,Pittsburgh Pirates Fans,Fans of the Pittsburgh Pirates,11/16/2018 15:15,4/22/2019 13:23,
41087,Arizona Diamondbacks Fans,Fans of Arizona Diamondbacks,11/16/2018 15:15,1/16/2019 9:11,
41088,San Francisco Giants Fans,Fans of San Francisco Giants,11/16/2018 15:15,1/16/2019 9:11,
41190,Sunglasses Shoppers,Consumers shopping online for sunglasses.,11/19/2018 14:25,11/19/2018 14:25,
41191,Sports Memorabilia Shoppers,Consumers shopping for sports memorabilia.,11/19/2018 14:25,11/19/2018 14:25,
41192,Sea World Park Trip Planners,People researching Sea World parks and planning a visit.,11/19/2018 14:25,11/19/2018 14:25,
41193,Christmas Tree Shoppers,Consumers shopping for Christmas trees and other Christmas decorations online.,11/19/2018 14:25,11/19/2018 14:25,
41194,Product Manuals Researchers,People researching product manuals for devices and gadgets.,11/19/2018 14:25,11/19/2018 14:25,
41195,Ice Skating Enthusiasts,People reading about professional and recreational ice skating and shopping for equipment.,11/19/2018 14:25,1/16/2019 9:11,
41196,Power Tools Shoppers,Consumers shopping for power tools and home construction equipment.,11/19/2018 14:25,11/19/2018 14:25,
41197,Godiva Chocolate Fans,People researching the chocolate brands and shopping for chocolates and gifts from Godiva.,11/19/2018 14:25,11/19/2018 14:25,
41199,St. Louis Cardinals Fans,Fans of St. Louis Cardinals Fans,11/19/2018 16:00,1/16/2019 9:11,
41546,Reality TV Show Watchers,Consumers watching and reading about popular reality TV shows.,12/3/2018 11:10,12/3/2018 11:10,
41547,Electronics Shoppers,Consumers shopping for electronics products online.,12/3/2018 11:10,12/3/2018 11:10,
41548,Winter Apparel Shoppers,Consumers shopping for winter clothing from popular apparel brands.,12/3/2018 11:10,12/3/2018 11:10,
41549,Bitcoin Enthusiasts,People reading industry news and following trends on bitcoin.,12/3/2018 11:10,12/3/2018 11:10,
41550,Africa Trip Planners,"People researching attractions and accommodations in Africa. These consumers are more likely to spend money on flights, hotels, and local attractions.",12/3/2018 11:10,12/3/2018 11:10,
41551,Cookie Recipe Researchers,People researching cookie and dessert recipes and baking techniques.,12/3/2018 11:10,12/3/2018 11:10,
41552,Restaurant Menu Researchers,Consumers researching menus for local and chain restaurants.,12/3/2018 11:10,12/3/2018 11:10,
41553,Classical Music Enthusiasts,People reading about classical music and musicians.,12/3/2018 11:10,12/3/2018 11:10,
41554,Northwestern Wildcats Fans,People reading news about the Northwestern Wildcats and watching games. These consumers are more likely to spend money on team gear.,12/3/2018 11:10,12/3/2018 11:10,
41853,Atlanta United Fans,People reading news about the Atlanta United soccer team and watching games. These consumers are more likely to spend money on team gear.,12/7/2018 11:50,12/7/2018 11:50,
41854,Swimming Enthusiasts,People reading about swim lessons and swimming competitions.,12/7/2018 11:50,1/16/2019 9:11,
41855,Snow Removal Researchers,Consumers researching and comparing snow removal equipment brands.,12/7/2018 11:50,12/7/2018 11:50,
41856,Chocolate Lovers,Consumers researching chocolate companies and purchasing chocolates and desserts.,12/7/2018 11:50,12/7/2018 11:50,
41857,Aquarium Trip Planners,People researching aquariums and planning a visit.,12/7/2018 11:50,12/7/2018 11:50,
42000,Chicken Recipe Researchers,People researching recipes that feature chicken.,12/11/2018 10:35,12/11/2018 10:35,
42008,The Sims Video Game Fans,People reading The Sims news and following gaming trends.,12/11/2018 14:15,12/11/2018 14:15,
42010,Minecraft Video Game Fans,People reading Minecraft news and following gaming trends.,12/11/2018 14:15,12/11/2018 14:15,
42011,League of Legends Video Game Fans,People reading League of Legends news and following gaming trends.,12/11/2018 14:15,12/11/2018 14:15,
42012,Destiny Video Game Fans,People reading Destiny news and following gaming trends.,12/11/2018 14:15,12/11/2018 14:15,
42203,Fitness Activity Tracker Users,People using health and fitness activity trackers.,12/13/2018 20:00,1/31/2019 12:40,
42237,Ebay Shoppers,Consumers shoping online at Ebay.,12/14/2018 21:00,1/31/2019 13:46,
42238,Online Calculator Users,Consumers using online calculators.,12/14/2018 21:00,1/31/2019 13:49,
42239,ESPN Enthusiasts,Consumers watching and reading content from ESPN networks.,12/14/2018 21:00,1/31/2019 13:47,
42368,Online Thesaurus Users,Consumers using online thesauruses.,12/18/2018 22:00,1/31/2019 13:50,
42398,Tea Drinkers,Consumers researching tea companies and purchasing tea online.,12/19/2018 13:45,12/19/2018 13:45,
42399,Farming Simulator Video Game Fans,People reading farming simulator game news and following gaming trends.,12/19/2018 13:45,12/19/2018 13:45,
42400,Diablo Video Game Fans,People reading Diablo news and following gaming trends.,12/19/2018 13:45,12/19/2018 13:45,
42401,Hearthstone Video Game Fans,People reading Hearthstone news and following gaming trends.,12/19/2018 13:45,12/19/2018 13:45,
42479,Smoky Mountains Trip Planners,People researching attractions and accommodations in the Smoky Mountains region. These consumers are more likely to spend money on travel and local attractions.,12/20/2018 12:00,12/20/2018 12:00,
42964,Biohackers,People researching health and fitness methods and products to bio-hack their bodies.,1/7/2019 12:00,1/7/2019 12:00,
43539,Discount Flight Searchers,Consumers searching for flight discounts and deals using online airfare comparison tools.,1/10/2019 11:10,1/10/2019 11:10,
43540,Voice Over Internet Protocol (VoIP) Users,Consumers researching and using VoIP technologies.,1/10/2019 11:10,1/10/2019 11:10,
43541,Wig Shoppers,Consumers shopping wig and hair products and services.,1/10/2019 11:10,1/10/2019 11:10,
43542,Waterfront Vacationers,"People researching and booking vacations at beach, river or lake destinations.",1/10/2019 11:10,1/10/2019 11:10,
43543,Home Brewing Enthusiasts,People researching techniques and purchasing products for home beer brewing.,1/10/2019 11:10,1/10/2019 11:10,
43544,Craft Beer Enthusiasts,People researching craft breweries and beers.,1/10/2019 11:10,1/10/2019 11:10,
43545,Homemade Gifts Crafters,Consumers researching breweries and purchasing craft beer.,1/10/2019 11:10,1/10/2019 11:10,
43546,Personalized Gift Shoppers,Consumers shopping for gifts that can be personalized.,1/10/2019 11:10,1/10/2019 11:10,
43547,Animal Humane Society Helpers,People supporting Animal Humane Society through volunteer service and donations.,1/10/2019 11:10,1/10/2019 11:10,
43548,Animal Rights Researchers,People researching and supporting animal rights organizations.,1/10/2019 11:10,1/10/2019 11:10,
43549,Dog Breed Researchers,People researching dog breeds and breeders.,1/10/2019 11:10,1/10/2019 11:10,
43550,Meal Kit Delivery Researchers,Consumers researching and subscribing to meal kit delivery services.,1/10/2019 11:10,1/10/2019 11:10,
43551,Virtual Reality Enthusiasts,Consumers researching and shopping for virtual reality products.,1/10/2019 11:10,1/10/2019 11:10,
43552,Grand Theft Auto Video Game Fans,People reading Grand Theft Auto news and following gaming trends,1/10/2019 11:10,1/10/2019 11:10,
44272,Rowing Enthusiasts,People researching rowing and purchasing equipment and apparel.,1/25/2019 13:10,1/25/2019 13:10,
44378,Internet Speed Testers,Consumers researching and using internet speed tester tools.,1/25/2019 23:00,1/31/2019 14:06,
44379,French Language Learners,Consumers using sites and online resources to learn French.,1/25/2019 23:00,1/31/2019 14:07,
44380,Home Heating and Cooling Researchers,Consumers comparing or shopping for home heating and cooling systems.,1/25/2019 23:00,1/31/2019 14:07,
44381,Symphony Music Enthusiasts,People reading about symphony music and classical music ,1/25/2019 23:00,1/31/2019 14:07,
44382,Lyrics Researchers,Consumers reading about popular music and the lyrics of songs.,1/25/2019 23:00,1/31/2019 14:07,
44383,Guitar Music Researchers,Consumers reading about guitar music and researching sheet music to play.,1/25/2019 23:00,1/31/2019 14:07,
44384,Action Figure and Collectibles Shoppers,Shoppers interested in collecting action figures.,1/25/2019 23:00,4/2/2019 16:17,
44385,Sudoku Players,People playing sudoku online and researching strategies.,1/25/2019 23:00,3/12/2019 12:57,
44386,Crossword Puzzles Players,People joining crossword puzzle communities and completing crossword puzzles online.,1/25/2019 23:00,1/31/2019 14:07,
44387,Puzzle Enthusiasts,People joining puzzle communities and playing puzzle and card games online.,1/25/2019 23:00,1/31/2019 14:07,
44388,Board Game Enthusiasts,People playing and creating board games.,1/25/2019 23:00,3/12/2019 12:57,
44389,Mahjong Players,People joining mahjong communities and playing mahjong online.,1/25/2019 23:00,1/31/2019 14:07,
44390,Background Check Users,People using background check websites.,1/25/2019 23:00,2/6/2019 16:21,
44391,Spanish Language Learners,Consumers using sites and online resources to learn Spanish.,1/25/2019 23:00,1/31/2019 14:07,
44444,Home DIY Enthusiasts,People enthusiastic about Home DIY projects,1/28/2019 9:00,1/28/2019 9:00,
44445,Teaching Resources Researchers,People researching teaching resources and materials,1/28/2019 9:00,1/28/2019 9:00,
44446,Home Rug Shoppers,People shopping for home rugs,1/28/2019 9:00,1/28/2019 9:00,
44447,Home Goods Shoppers,People shopping for home goods,1/28/2019 9:00,1/28/2019 9:00,
44448,Home Custom Bedroom Decorators,People interested in custom bedroom decorating,1/28/2019 9:00,1/28/2019 9:00,
44449,United Nations Donors,People donating to the United Nations,1/28/2019 9:00,1/28/2019 9:00,
44450,Trendy Shoe Shoppers,People shopping for trendy and fashionable shoes,1/28/2019 9:00,1/28/2019 9:00,
44451,Music Trivia Researchers,People researching movie trivia facts,1/28/2019 9:00,1/28/2019 9:00,
44452,Primary Care Doctor Researchers,People researching primary care doctors,1/28/2019 9:00,1/28/2019 9:00,
44453,Mens Business Clothes Shoppers,People shopping for mens business clothing,1/28/2019 9:00,1/28/2019 9:00,
44454,Marines,People in the Marines,1/28/2019 9:00,1/28/2019 9:00,
44455,Kitchen Stove Shoppers,People shopping for kitchen stoves,1/28/2019 9:00,1/28/2019 9:00,
44456,Craft Spirits Enthusiasts,People enthusiastic about craft spirits,1/28/2019 9:00,1/28/2019 9:00,
44457,New York City Fine Theatre Enthusiasts,People enthusiastic about New York City fine theatre,1/28/2019 9:00,8/15/2019 10:14,
44458,Federal Employee Benefits Researchers,People researching federal employee benefits,1/28/2019 9:00,1/28/2019 9:00,
44459,Foot Pain Sufferers,People suffering from foot pain,1/28/2019 9:00,1/28/2019 9:00,
44460,Military Benefits Researchers,People researching military benefits,1/28/2019 9:00,1/28/2019 9:00,
44461,Gun Violence Researchers,People researching gun violence,1/28/2019 9:00,1/28/2019 9:00,
44462,Immigration Resource Researchers,People researching immigration resources,1/28/2019 9:00,1/28/2019 9:00,
44463,Immigration Policy Researchers,People researching immigration policy,1/28/2019 9:00,1/28/2019 9:00,
44464,Health Conscious Expecting Parents,Health-first people expecting children,1/28/2019 9:00,1/28/2019 9:00,
44465,Luxury Athletic Footwear Shoppers,People shopping for luxury athletic footwear,1/28/2019 9:00,1/28/2019 9:00,
44466,Wedding Content Readers,People reading content about weddings,1/28/2019 9:00,1/28/2019 9:00,
44467,Family Tree Enthusiasts,People enthusiastic about family trees,1/28/2019 9:00,1/28/2019 9:00,
44468,Tutoring Resources Researchers,People researching tutoring resources and materials,1/28/2019 9:00,1/28/2019 9:00,
44469,Home Interior Design Enthusiasts,People enthusiastic about home interior design,1/28/2019 9:00,1/28/2019 9:00,
44470,Custom Home Lighting Shoppers,People shopping for custom home lighting solutions,1/28/2019 9:00,1/28/2019 9:00,
44471,Retirement Financial Account Researchers,People researching retirement financial accounts,1/28/2019 9:00,1/28/2019 9:00,
44472,Country Home Decorators,People interested in country home decorating,1/28/2019 9:00,1/28/2019 9:00,
44473,Home Coffee Makers,People making coffee at home,1/28/2019 9:00,1/28/2019 9:00,
44474,Los Angeles Activities Researchers,People researching Los Angeles activities,1/28/2019 9:00,1/28/2019 9:00,
44475,Georgia Activities Researchers,People researching Georgia activities,1/28/2019 9:00,1/28/2019 9:00,
44476,New York City Events Researchers,People researching New York City events,1/28/2019 9:00,1/28/2019 9:00,
44477,Houston Activity Researchers,People researching Houston activities,1/28/2019 9:00,1/28/2019 9:00,
44478,San Francisco Activities Researchers,People researching San Francisco activities,1/28/2019 9:00,1/28/2019 9:00,
44479,Nashville Activity Researchers,People researching Nashville activities,1/28/2019 9:00,1/28/2019 9:00,
44480,New Orleans Activities Researchers,People researching New Orleans activities,1/28/2019 9:00,1/28/2019 9:00,
44481,Las Vegas Hotel Researchers,People researching Las Vegas Hotels,1/28/2019 9:00,1/28/2019 9:00,
44482,Orlando Activities Researchers,People researching Orlando activities,1/28/2019 9:00,1/28/2019 9:00,
44483,Louisiana Activities Researchers,People researching Louisiana activities,1/28/2019 9:00,1/28/2019 9:00,
44484,Texas Activity Researchers,People researching Texas activities,1/28/2019 9:00,1/28/2019 9:00,
44485,Home Exterior Design Enthusiasts,People enthusiastic about home exterior design,1/28/2019 9:00,1/28/2019 9:00,
44486,Heart Surgery Researchers,People researching heart surgery,1/28/2019 9:00,1/28/2019 9:00,
44487,San Diego Activities Researchers,People researching San Diego activities,1/28/2019 9:00,1/28/2019 9:00,
44488,San Diego Events Researchers,People researching San Diego events,1/28/2019 9:00,1/28/2019 9:00,
44489,Home Goods Supercenter Shoppers,People shopping in home goods supercenters,1/28/2019 9:00,1/28/2019 9:00,
44490,Luxury Fitness Shoppers,People shopping for luxury fitness activities,1/28/2019 9:00,1/28/2019 9:00,
44491,Disney Vacation Planners,People planning Disney Vacations,1/28/2019 9:00,1/28/2019 9:00,
44537,Milk and Dairy Shoppers,Consumers visiting milk and dairy brands websites and shopping for products.,1/28/2019 13:55,1/28/2019 13:55,
44579,Koi Pond Enthusiasts,People researching products and advice on caring for their koi ponds.,1/28/2019 23:00,2/1/2019 14:06,
44580,Home Cleaning Researchers,People researching products and techniques for cleaning household items.,1/28/2019 23:00,3/11/2019 12:36,
44581,Darts Enthusiasts,People reading about dart competitions and shopping for equipment.,1/28/2019 23:00,2/1/2019 14:12,
44582,Spy Gadgets Shoppers,Consumers shopping for spy gadgets and home security electronics.,1/28/2019 23:00,2/1/2019 14:12,
44583,Sustainable Lifestyle Enthusiasts,People researching products and services for a sustainable lifestyle.,1/28/2019 23:00,2/1/2019 14:12,
44584,Child Car Seat Researchers,People researching and comparing car seats for children.,1/28/2019 23:00,2/1/2019 14:12,
44585,Ballet Enthusiasts,People researching historical and contemporary ballets and visiting performance spaces.,1/28/2019 23:00,2/6/2019 16:21,
44586,Opera Enthusiasts,People reading about operas and performers.,1/28/2019 23:00,2/1/2019 14:12,
44587,Baseball Enthusiasts,People researching baseball leagues and purchasing equipment and apparel.,1/28/2019 23:00,2/1/2019 14:13,
44588,Softball Enthusiasts,People researching softball leagues and purchasing equipment and apparel.,1/28/2019 23:00,2/1/2019 14:13,
44589,Brooklyn Nets Fans,People reading news about the Brooklyn Nets and watching games. These consumers are more likely to spend money on team gear.,1/28/2019 23:00,2/1/2019 14:13,
45515,US Judiciary System Researchers,People researching history and news on the US Judiciary System and legal system.,2/4/2019 22:00,2/6/2019 16:21,
45516,Basketball Enthusiasts,People researching basketball and purchasing equipment and apparel.,2/4/2019 22:00,2/6/2019 16:21,
45517,Football Enthusiasts,People researching football and purchasing equipment and apparel.,2/4/2019 22:00,2/6/2019 16:21,
45518,Volleyball Enthusiasts,People researching volleyball and purchasing equipment and apparel.,2/4/2019 22:00,2/6/2019 16:21,
45519,Competitive Wrestling Enthusiasts,People researching competitive wrestling and purchasing equipment and apparel.,2/4/2019 22:00,2/6/2019 16:21,
45520,Cricket Enthusiasts,People researching cricket and purchasing equipment and apparel.,2/4/2019 22:00,2/6/2019 16:21,
45521,Rock Climbing Enthusiasts,People researching rock climbing and purchasing equipment and apparel.,2/4/2019 22:00,2/6/2019 16:21,
45522,Hair Color Shoppers,Consumers shopping for hair color products and services.,2/4/2019 22:00,2/6/2019 16:21,
45523,Welding Tools and Supplies Shoppers,Consumers shopping for welding tools and supplies.,2/4/2019 22:00,2/6/2019 16:21,
45524,Mowing Equipment Shoppers,Consumers researching lawn and gardening equipment.,2/4/2019 22:00,2/6/2019 16:21,
45525,Cattle Industry New Readers,People reading industry news and following business trends in the cattle industry.,2/4/2019 22:00,2/6/2019 16:21,
45526,Dairy Industry New Readers,People reading industry news and following business trends in the dairy industry.,2/4/2019 22:00,2/6/2019 16:21,
45527,CBD Oils Shoppers,People researching products and health benefits of using CBD oils.,2/4/2019 22:00,2/6/2019 16:21,
45528,Cannabis News Readers,People reading industry news and following business trends for cannabis brands and products.,2/4/2019 22:00,2/6/2019 16:21,
45662,Psychiatrists,Professionals reading industry news and medical information on psychiatry.,2/6/2019 21:00,2/7/2019 15:17,
45664,Headphone Shoppers,Consumers comparing and shopping for headphones and audio products.,2/6/2019 21:00,2/7/2019 15:17,
45665,Reptile Enthusiasts,People reading about reptiles and shopping for pet products and services.,2/6/2019 21:00,2/7/2019 15:17,
45666,Bird and Parrot Lovers,People reading about birds and parrots and shopping for pet products and services.,2/6/2019 21:00,2/7/2019 15:17,
45667,Blades and Hunting Knife Shoppers,Consumers shopping for blades and knives for hunting and outdoor activities.,2/6/2019 21:00,2/7/2019 15:17,
45668,Pizza Lovers,Consumers researching pizza companies and purchasing pizza online.,2/6/2019 21:00,2/7/2019 15:17,
45669,Cocktail Recipe Researchers,People researching recipes for cocktails and mixed drinks.,2/6/2019 21:00,2/7/2019 15:17,
45670,Women's Swimsuit Shoppers,Consumers shopping for women's swimsuits and beach apparel.,2/6/2019 21:00,2/7/2019 15:17,
45671,Men's Suit Shoppers,Consumers shopping for men's suits and formal attire.,2/6/2019 21:00,2/7/2019 15:17,
45672,Bible Study Researchers,People reading information on Christianity and researching resources for bible studies.,2/6/2019 21:00,2/7/2019 15:17,
45673,Fundraising Advocates,People researching fundraising organizations to offer support or donations.,2/6/2019 21:00,3/11/2019 12:36,
45674,Medical Technology News Readers,People reading industry news and following business trends for medical technology companies.,2/6/2019 21:00,2/7/2019 15:17,
45675,Home Medical Supplies Shoppers,Consumers shopping for medical supplies for home healthcare.,2/6/2019 21:00,3/11/2019 12:36,
45676,Scrubs Uniforms Shoppers,Consumers shopping for scrubs and other medical uniforms.,2/6/2019 21:00,2/7/2019 15:17,
45677,Sleepwear Shoppers,Consumers shopping for sleepwear.,2/6/2019 21:00,2/7/2019 15:17,
45678,Men's Underwear Shoppers,Consumers shopping for men's underwear.,2/6/2019 21:00,3/12/2019 13:05,
45679,Government Student Loan Researchers,People researching and comparing student loan offerings from government institutions.,2/6/2019 21:00,2/7/2019 15:17,
45685,Cosmetic Surgery Intenders,People researching doctors and procedures for cosmetic surgery.,2/6/2019 23:00,2/12/2019 10:52,
45725,Trampoline Shoppers,Consumers researching trampoline activities and shopping for trampolines.,2/7/2019 21:00,2/12/2019 10:52,
